Rank;Sourceid;Title;Issn;SJR;Year;SJR Best Quartile;Categories
24524;6500153168;Critical Survey;17522293, 00111570;0,103;2021;Q3;"Literature and Literary Theory (Q3); Cultural Studies (Q4)"
24525;21100202934;CTBUH Journal;19461194, 19461186;0,103;2021;Q4;"Architecture (Q4); Building and Construction (Q4); Urban Studies (Q4)"
24526;28038;Czasopismo Geographiczne;459453;0,103;2021;Q4;"Earth and Planetary Sciences (miscellaneous) (Q4); Geography, Planning and Development (Q4)"
24527;5700181944;Deutsche Sprache;3409341;0,103;2021;Q4;"Linguistics and Language (Q4); Psychology (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)"
24528;21101046179;Diacritica;08708967, 21839174;0,103;2021;Q3;"Literature and Literary Theory (Q3); Music (Q3); Visual Arts and Performing Arts (Q3); Linguistics and Language (Q4)"
24529;5600157615;DNA Reporter;4185412;0,103;2021;Q4;LPN and LVN (Q4)
24530;15600154714;Earth;1943345X;0,103;2021;Q4;"Earth and Planetary Sciences (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Renewable Energy, Sustainability and the Environment (Q4)"
24531;21100281306;Ecclesia Orans;10103872;0,103;2021;Q3;Religious Studies (Q3)
24532;21100937582;Economia y Politica;07194714, 07194803;0,103;2021;Q4;"Cultural Studies (Q4); Economics and Econometrics (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
24533;81529;Eighteenth-Century Ireland;7907915;0,103;2021;Q4;"Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4); Sociology and Political Science (Q4)"
24534;21101053576;Epoche;21538603, 10851968;0,103;2021;Q4;Philosophy (Q4)
24535;21100398914;Espiritu;140716;0,103;2021;Q4;"Philosophy (Q4); Religious Studies (Q4)"
24536;17600155137;Etudes sur la Mort;11570466;0,103;2021;Q4;Clinical Psychology (Q4)
24537;21101034343;European Journal of Business Science and Technology;26947161, 23366494;0,103;2021;Q4;"Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4); Marketing (Q4)"
24538;21100844825;European Judaism;00143006, 17522323;0,103;2021;Q4;"Applied Psychology (Q4); Cultural Studies (Q4); History (Q4); Philosophy (Q4); Religious Studies (Q4)"
24539;21100823282;Exartisis;11095350;0,103;2021;Q4;Psychiatry and Mental Health (Q4)
24540;21100874725;Ezikov Svyat;13120484;0,103;2021;Q3;"Literature and Literary Theory (Q3); Linguistics and Language (Q4)"
24541;21100892768;Filozofija i Drustvo;03535738, 23348577;0,103;2021;Q4;"Philosophy (Q4); Sociology and Political Science (Q4)"
24542;19700182806;French Colonial History;15393402, 15437787;0,103;2021;Q4;"History (Q4); Sociology and Political Science (Q4)"
24543;19700177535;Future Anterior;19346026, 15499715;0,103;2021;Q3;"Visual Arts and Performing Arts (Q3); Architecture (Q4); Conservation (Q4); History (Q4)"
24544;21101047127;Gaceta Medica Boliviana;10122966, 22273662;0,103;2021;Q4;Medicine (miscellaneous) (Q4)
24545;28004;Gaceta Medica de Bilbao;3044858;0,103;2021;Q4;Medicine (miscellaneous) (Q4)
24546;6500153105;Greece and Rome;173835;0,103;2021;Q3;"Classics (Q3); Arts and Humanities (miscellaneous) (Q4)"
24547;21100286895;Hansische Geschichtsblatter;730327;0,103;2021;Q4;History (Q4)
24548;5700184173;Histoire Epistemologie Langage;7508069;0,103;2021;Q4;"Linguistics and Language (Q4); Philosophy (Q4); Psychology (miscellaneous) (Q4)"
24549;21101039255;Historia Naturalis Bulgarica;26033186, 02053640;0,103;2021;Q4;"Animal Science and Zoology (Q4); Aquatic Science (Q4); Insect Science (Q4); Plant Science (Q4)"
24550;6000152718;History of Photography;3087298;0,103;2021;Q3;Visual Arts and Performing Arts (Q3)
24551;17700155707;Homme et la Societe;00184306, 21010226;0,103;2021;Q4;Social Sciences (miscellaneous) (Q4)
24552;19700188274;Honeyguide;0018456X;0,103;2021;Q4;Animal Science and Zoology (Q4)
24553;19900193573;Hong Kong Journal of Radiology;22236619, 23074620;0,103;2021;Q4;Radiology, Nuclear Medicine and Imaging (Q4)
24554;21101039068;Human Review;26959623;0,103;2021;Q4;Arts and Humanities (miscellaneous) (Q4)
24555;5800197657;Hume Studies;3197336;0,103;2021;Q4;Philosophy (Q4)
24556;21100945772;In Monte Artium;20313098, 25070312;0,103;2021;Q3;"Literature and Literary Theory (Q3); Music (Q3); Arts and Humanities (miscellaneous) (Q4); History (Q4); Library and Information Sciences (Q4)"
24557;21100258611;International Journal of Learning in Higher Education;23277955, 23278749;0,103;2021;Q4;Education (Q4)
24558;21100914767;International Journal of Military History and Historiography;24683299, 24683302;0,103;2021;Q4;History (Q4)
24559;19700187505;International Journal of Private Law;17536243, 17536235;0,103;2021;Q4;Law (Q4)
24560;21100258804;International Journal of Visual Design;2325159X, 23251581;0,103;2021;Q3;"Visual Arts and Performing Arts (Q3); Architecture (Q4)"
24561;5800169270;Interpretation (United States);209635;0,103;2021;Q4;"Geology (Q4); Geophysics (Q4); Philosophy (Q4); Sociology and Political Science (Q4)"
24562;21100241786;ISACA Journal;19441975, 19441967;0,103;2021;Q4;Control and Systems Engineering (Q4)
24563;21100305002;Janus.net;16477251;0,103;2021;Q4;"Law (Q4); Political Science and International Relations (Q4)"
24564;21100218319;Japanese Journal of Head and Neck Cancer;18818382, 13495747;0,103;2021;Q4;"Oncology (Q4); Otorhinolaryngology (Q4)"
24565;16200154758;Japanese Journal of Religious Studies;3041042;0,103;2021;Q3;Religious Studies (Q3)
24566;33854;Japanese Railway Engineering;4488938;0,103;2021;Q4;Mechanical Engineering (Q4)
24567;5800208396;Journal of American Culture, The;1542734X, 15427331;0,103;2021;Q3;"Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Cultural Studies (Q4); History (Q4)"
24568;21101033328;Journal of Daoist Studies;19415524, 19415516;0,103;2021;Q3;"Religious Studies (Q3); Philosophy (Q4)"
24569;21100854235;Journal of Dental Research, Dental Clinics, Dental Prospects;2008210X, 20082118;0,103;2021;Q4;Dentistry (miscellaneous) (Q4)
24570;21101047128;Journal of Epigraphic Studies;26123517, 2611979X;0,103;2021;Q4;"Archeology (arts and humanities) (Q4); Arts and Humanities (miscellaneous) (Q4); History (Q4)"
24571;21100901481;Journal of Interactional Research in Communication Disorders;2040512X, 20405111;0,103;2021;Q4;"Linguistics and Language (Q4); Speech and Hearing (Q4)"
24572;21100933831;Journal of Islamic Thought and Civilization;20750943, 25200313;0,103;2021;Q3;"Religious Studies (Q3); Cultural Studies (Q4); History (Q4); Sociology and Political Science (Q4)"
24573;19700183051;Journal of Modern Periodical Studies;19476574, 21529272;0,103;2021;Q3;"Visual Arts and Performing Arts (Q3); Communication (Q4)"
24574;21101046209;Journal of Muslim Philanthropy and Civil Society;25726544;0,103;2021;Q4;"Cultural Studies (Q4); Education (Q4); Political Science and International Relations (Q4)"
24575;21100388304;Journal of Scandinavian Cinema;20427891, 20427905;0,103;2021;Q3;Visual Arts and Performing Arts (Q3)
24576;19900191892;Journal of Technology;10123407;0,103;2021;Q4;Engineering (miscellaneous) (Q4)
24577;21101050347;Journal of the Institute of Latvian History;10258906, 25928791;0,103;2021;Q4;History (Q4)
24578;144648;Journal of Tianjin Polytechnic University;1671024X;0,103;2021;Q4;Polymers and Plastics (Q4)
24579;21100218391;Journal of Writing in Creative Practice;17535204, 17535190;0,103;2021;Q3;"Visual Arts and Performing Arts (Q3); Communication (Q4)"
24580;21100858112;Journal on European History of Law;20426402;0,103;2021;Q4;"History (Q4); Law (Q4)"
24581;21100945963;Judaisme Ancien - Ancient Judaism;25070339, 22949321;0,103;2021;Q3;"Literature and Literary Theory (Q3); Religious Studies (Q3); Archeology (Q4); Archeology (arts and humanities) (Q4); History (Q4)"
24582;21101037321;Khyber Medical University Journal;23052643, 23052651;0,103;2021;Q4;"Dentistry (miscellaneous) (Q4); Health Professions (miscellaneous) (Q4); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q4)"
24583;16524;Klinikarzt;14393859, 03412350;0,103;2021;Q4;Medicine (miscellaneous) (Q4)
24584;25925;Kobunshi;4541138;0,103;2021;Q4;"Chemical Engineering (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4); Materials Science (miscellaneous) (Q4); Polymers and Plastics (Q4)"
24585;5700169140;Kodikas/ Code;1710834;0,103;2021;Q4;"Communication (Q4); Linguistics and Language (Q4)"
24586;74673;Korean Journal of Dermatology;4944739;0,103;2021;Q4;Dermatology (Q4)
24587;16955;Labour History;236942;0,103;2021;Q3;"History (Q3); Industrial Relations (Q4); Organizational Behavior and Human Resource Management (Q4); Sociology and Political Science (Q4)"
24588;19700187802;Liturgy;0458063X, 15573001;0,103;2021;Q3;Religious Studies (Q3)
24589;21101046683;Locus Amoenus;11359722, 20148798;0,103;2021;Q3;"Visual Arts and Performing Arts (Q3); Arts and Humanities (miscellaneous) (Q4); History (Q4)"
24590;11600153405;Malta Medical Journal;18133339;0,103;2021;Q4;Medicine (miscellaneous) (Q4)
24591;21101047447;Manchester Journal of Transnational Islamic Law and Practice;26336626;0,103;2021;Q4;"Law (Q4); Religious Studies (Q4)"
24592;4700153601;Mapping and Image Science;16518705;0,103;2021;Q4;"Earth-Surface Processes (Q4); Geography, Planning and Development (Q4)"
24593;21101033412;MDCCC 1800;22808841;0,103;2021;Q4;Arts and Humanities (miscellaneous) (Q4)
24594;19700175724;Medicinski Casopis;3501221;0,103;2021;Q4;Medicine (miscellaneous) (Q4)
24595;21100944726;Millennium DIPr;24443220;0,103;2021;Q4;Law (Q4)
24596;21101045200;Minerva Revista de Filologia Clasica;25306480;0,103;2021;Q3;"Classics (Q3); Literature and Literary Theory (Q3); Linguistics and Language (Q4)"
24597;17005;Mining History;13662511;0,103;2021;Q4;"Economic Geology (Q4); Geotechnical Engineering and Engineering Geology (Q4); History (Q4)"
24598;16400154710;Modern Drama;00267694, 17125286;0,103;2021;Q3;Literature and Literary Theory (Q3)
24599;21101023184;Momento;01214470, 25008013;0,103;2021;Q4;"Electronic, Optical and Magnetic Materials (Q4); Geophysics (Q4); History and Philosophy of Science (Q4); Physical and Theoretical Chemistry (Q4); Physics and Astronomy (miscellaneous) (Q4)"
24600;21101039070;Montesquieu.it;24214124;0,103;2021;Q4;"History (Q4); Law (Q4); Philosophy (Q4); Sociology and Political Science (Q4)"
24601;21100927153;Music, Sound and the Moving Image;17530776, 17530768;0,103;2021;Q3;"Music (Q3); Visual Arts and Performing Arts (Q3); Communication (Q4); Computer Graphics and Computer-Aided Design (Q4)"
24602;8400155281;Muveszettorteneti Ertesito;15882802, 00275247;0,103;2021;Q3;"Visual Arts and Performing Arts (Q3); History (Q4)"
24603;21100945724;Muzealnictwo;23914815, 04641086;0,103;2021;Q4;"Conservation (Q4); Museology (Q4)"
24604;74795;North and West London Journal of General Practice;14751763;0,103;2021;Q4;Family Practice (Q4)
24605;28838;Nursing History Review;10628061;0,103;2021;Q4;Nursing (miscellaneous) (Q4)
24606;4700152779;Nursing Made Incredibly Easy;15522032, 15445186;0,103;2021;Q3;"Nurse Assisting (Q3); Assessment and Diagnosis (Q4); Fundamentals and Skills (Q4); LPN and LVN (Q4)"
24607;21100936540;Obrana a Strategie;18027199, 12146463;0,103;2021;Q4;"Political Science and International Relations (Q4); Safety Research (Q4)"
24608;19700188437;Open Access Journal of Medicinal and Aromatic Plants;9747877;0,103;2021;Q4;"Complementary and Alternative Medicine (Q4); Drug Discovery (Q4)"
24609;21100854615;Orbit (Cambridge);23986786;0,103;2021;Q3;Literature and Literary Theory (Q3)
24610;21000195013;Otorhinolaryngology Clinics;0975444X, 09756957;0,103;2021;Q4;Otorhinolaryngology (Q4)
24611;5700165150;Paediatria Croatica, Supplement;1330724X;0,103;2021;Q4;Pediatrics, Perinatology and Child Health (Q4)
24612;21101033879;Peitho;23009004, 20827539;0,103;2021;Q4;Philosophy (Q4)
24613;17046;Petroleum Refinery Engineering;1002106X;0,103;2021;Q4;"Energy Engineering and Power Technology (Q4); Fuel Technology (Q4); Process Chemistry and Technology (Q4)"
24614;5200152604;Pharma Times;316849;0,103;2021;Q4;Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q4)
24615;67235;Physicist;10363831;0,103;2021;Q4;Physics and Astronomy (miscellaneous) (Q4)
24616;21101038521;Portuguese Journal of Pediatrics;21843333, 21844453;0,103;2021;Q4;Pediatrics, Perinatology and Child Health (Q4)
24617;17132;Practitioner;326518;0,103;2021;Q4;"Family Practice (Q4); Medicine (miscellaneous) (Q4)"
24618;86658;Public Transport International;1016796X;0,103;2021;Q4;"Automotive Engineering (Q4); Transportation (Q4); Urban Studies (Q4)"
24619;21100455134;Queensland Review;20497792, 13218166;0,103;2021;Q3;"Literature and Literary Theory (Q3); Cultural Studies (Q4); History (Q4); Sociology and Political Science (Q4)"
24620;20300195020;Questions Liturgiques;07745524, 17831709;0,103;2021;Q4;Religious Studies (Q4)
24621;26369;Radwaste Solutions;15294900;0,103;2021;Q4;"Nuclear Energy and Engineering (Q4); Safety, Risk, Reliability and Quality (Q4); Waste Management and Disposal (Q4)"
24622;5000158306;Rehabilitacja Medyczna;14279622;0,103;2021;Q4;Rehabilitation (Q4)
24623;21101036615;Relacoes Internacionais no Mundo Atual;23162880;0,103;2021;Q4;"Law (Q4); Political Science and International Relations (Q4); Public Administration (Q4); Sociology and Political Science (Q4)"
24624;21100970263;Religious Inquiries;23224894, 25386271;0,103;2021;Q3;"Religious Studies (Q3); Philosophy (Q4)"
24625;21100242269;Revista de Estudios Orteguianos;15770079;0,103;2021;Q4;Philosophy (Q4)
24626;144825;Revista de Nefrologia, Dialisis y Trasplante;23468548, 03263428;0,103;2021;Q4;"Nephrology (Q4); Transplantation (Q4)"
24627;9500154103;Revista de Pedagogia;7989792;0,103;2021;Q4;Education (Q4)
24628;21100871683;Revista de Psicologia de la Salud;02146118, 23862300;0,103;2021;Q4;"Clinical Psychology (Q4); Public Health, Environmental and Occupational Health (Q4)"
24629;21101026939;Revista Internacional de Tecnologia, Ciencia y Sociedad;25304895;0,103;2021;Q4;"Computer Networks and Communications (Q4); Computer Science Applications (Q4); Information Systems (Q4)"
24630;22866;Revue Belge d'Archeologie et d'Histoire de l'Art;0035077X;0,103;2021;Q3;"Visual Arts and Performing Arts (Q3); Archeology (Q4); Archeology (arts and humanities) (Q4)"
24631;16000154709;Revue Benedictine;350893;0,103;2021;Q3;Religious Studies (Q3)
24632;100754;Rinsan Shikenj Oha/Journal of the Hokkaido Forest Products Research Institute;0913140X;0,103;2021;Q4;"Forestry (Q4); Materials Science (miscellaneous) (Q4)"
24633;17400154832;Rivista di Filosofia Neo-Scolastica;00356247, 18277926;0,103;2021;Q4;Philosophy (Q4)
24634;23866;Rivista Storica Italiana;357073;0,103;2021;Q4;History (Q4)
24635;21101029448;Rocznik Teologiczny;2392550;0,103;2021;Q4;"History (Q4); Linguistics and Language (Q4); Philosophy (Q4); Religious Studies (Q4)"
24636;21100937889;Scripta Mediaevalia;18518753, 23624868;0,103;2021;Q4;Philosophy (Q4)
24637;21101021139;Sic;18477755;0,103;2021;Q3;"Literature and Literary Theory (Q3); Linguistics and Language (Q4)"
24638;21101056438;Sobre Practicas Artisticas y Politicas de la Edicion;23871733, 24443484;0,103;2021;Q3;"Visual Arts and Performing Arts (Q3); Arts and Humanities (miscellaneous) (Q4); Communication (Q4)"
24639;144795;Speciality Petrochemicals;10039384;0,103;2021;Q4;"Chemical Engineering (miscellaneous) (Q4); Chemistry (miscellaneous) (Q4); Energy Engineering and Power Technology (Q4); Fuel Technology (Q4)"
24640;5800207686;Sprak och Stil;11011165;0,103;2021;Q4;Linguistics and Language (Q4)
24641;21101034403;Studies in African Languages and Cultures;25452134, 26574187;0,103;2021;Q3;"Literature and Literary Theory (Q3); History (Q4); Linguistics and Language (Q4); Religious Studies (Q4)"
24642;6000167616;Studies in Iconography;1481029;0,103;2021;Q3;Visual Arts and Performing Arts (Q3)
24643;21100781735;Synergies France;17663059, 22607846;0,103;2021;Q4;Linguistics and Language (Q4)
24644;21101048544;Synergies Portugal;2268493X, 22684948;0,103;2021;Q4;"Education (Q4); Linguistics and Language (Q4)"
24645;21100217203;Tamsui Oxford Journal of Information and Mathematical Sciences;22224432, 22224424;0,103;2021;Q4;Mathematics (miscellaneous) (Q4)
24646;15940;TB - Mitteilungen Forschen und Prufen;0030834X;0,103;2021;Q4;"Engineering (miscellaneous) (Q4); Instrumentation (Q4)"
24647;21100203708;Tidsskriftet FoU i Praksis;18906990, 15046893;0,103;2021;Q4;Education (Q4)
24648;19700174884;Tumor;10007431;0,103;2021;Q4;"Cancer Research (Q4); Epidemiology (Q4); Oncology (Q4)"
24649;5800207555;Turkic Languages;14314983;0,103;2021;Q4;Linguistics and Language (Q4)
24650;19900191877;Tydskrif vir die Suid-Afrikaanse Reg;19962207, 02577747;0,103;2021;Q4;Law (Q4)
24651;12482;Uspekhi Fiziologicheskikh Nauk;3011798;0,103;2021;Q4;"Medicine (miscellaneous) (Q4); Physiology (Q4)"
24652;21100926582;Vergentis;26053357, 24452394;0,103;2021;Q4;"History (Q4); Law (Q4); Religious Studies (Q4)"
24653;20000195024;Verhaltenstherapie und Verhaltensmedizin;10131973;0,103;2021;Q4;"Clinical Psychology (Q4); Psychiatry and Mental Health (Q4)"
24654;5800213681;Verslagen en Mededelingen van de Koninklijke Academie voor Nederlandse Taal- en letterkunde;0770786X;0,103;2021;Q3;"Literature and Literary Theory (Q3); Linguistics and Language (Q4)"
24655;21100967053;Versus;26120909, 03938255;0,103;2021;Q4;"Applied Psychology (Q4); Linguistics and Language (Q4); Philosophy (Q4)"
